_inputshopbuymultiple;VÁSÁRLÁS
arena_panel_intro_rules_text;Minél több ellenfelet győzől le, annál nagyobb lesz a jutalom! Az Aréna véget ér 3 bukás, vagy 9 győzelem után. Az Aréna hamarosan bezárja kapuit. A részletekért látogasd meg a playgwent.com oldal újdonságok részét.
arena_panel_intro_rules_text_after_closing;Az aréna mód bezárja kapuit október 13-án. A zárás után kapsz 150 ércet minden fel nem használt Tükör Szilánk után, plusz további jutalmakat a befejezetlen aréna sorozat után. A részletekért látogasd meg a playgwent.com oldalát!
arena_panel_intro_rules_text_before_closing;Minél több ellenfeled győzöl le, annál nagyobb lesz a jutalom!\nAz aréna sorozat véget ér 3 bukás, vagy 9 győzelem után.\nAz aréna hamarosan véget ér™. A részletekért látogasd meg a playgwent.com oldalát!
arena_panel_intro_rules_title;A paktum szabályai (hamarosan vége)
arena_panel_intro_rules_title_after_closing;Az aréna átalakul Draft módra.
arena_panel_intro_rules_title_before_closing;A paktum szabályai (hamarosan vége™)
arena_panel_intro_text;Nos, hajlandó vagy a szabályaim szerint játszani? Bölcs döntés! Hírnév, hatalom, és hatalmas gazdagság vár rád. Csak az aláírásodra van szükség. Óh, ne is törődj az apró betűs résszel! Igazán semmi fontos nincs benne.
arena_panel_intro_welcome;Üdvözlünk az aréna módban!
arena_panel_loading_abandon_popup_text;Gaunter O'Dimm megfontolja a kérésedet...
arena_panel_loading_abandon_popup_title;Paktum megtörése
arena_panel_loading_popup_text;Csak még egy kis formalitás, aztán kezdhetjük...
arena_panel_loading_popup_title;Paktum aláírása
arena_panel_payment_confirmation_fail_text;Probléma lépett fel a fizetésed során. Kérjük ellenőrizd a kapcsolatodat, és próbáld újra!
arena_panel_payment_confirmation_fail_title;Hálózati hiba
arena_panel_payment_confirmation_text;Biztos ki akarod fizetni a belépési díjat?
arena_panel_payment_confirmation_title;Belépési díj
arena_panel_preview;Előző
arena_panel_select;Kiválaszt
arena_panel_select_card_subtitle;Válassz egy kártyát:
arena_panel_sort_cards;Csoportosítás
arena_panel_ticket_consume_fail_text;Aréna belépés sikertelen. A tükör szilánkod nincs elköltve.
arena_panel_ticket_consume_fail_title;Hoppá! Valami baj van!
arena_panel_title;Aréna
arena_popup_not_enough_gold_text;Nincs eég érced, hogy vegyél tükör szilánkot!
arena_popup_not_enough_gold_title;Nem elég az érc!
arena_rewards_description;A paktum feltételei teljesültek. A jutalom a tiéd. Öröm volt veled üzletelni!
arena_rewards_description_high;Lenyűgöző látvány volt! Igazán ösztönző! Úgy hiszem a jutalmadat több, mint kielégítőnek fogod találni.
arena_rewards_description_low;Nos, be kell ismernem, hogy többet vártam. De nem kell aggódni, nem mész el innen üres kézzel.
arena_rewards_description_medium;A paktum feltételei teljesültek. A jutalom a tiéd. Öröm volt veled üzletelni!
arena_rewards_play_again;Új játék
arena_rewards_timeout_description;Nem kell aggódni, semmi sem veszett el! Kérlek csatlakozz az internetre, és indítsd újra a játékot! A jutalmad a fiókodban lesz.
arena_rewards_timeout_title;Hoppá! Valami baj van!
arena_rewards_title;Jutalmak
arena_v2_set_wombo_combo_card_draw;Kártya draftolás
arenav2_abandon_popup_description;Draftolj egy új paklit! Az aktuális sorozatod befejeződik. Jutalmazva leszel a teljesítményednek megfelelően.
arenav2_abandon_popup_title;Elhagyás
arenav2_abandon_tooltip;Elhagyás
arenav2_battlepicker_play;Játék
arenav2_battlepicker_wins_counter;Győzelmek az aktuális draftban
arenav2_draft_action_add;Ad x {0}\nFeloldva {1} mérkőzés után
arenav2_draft_action_add_remove;Ad és eltávolít x {0}\nFeloldva {1} mérkőzés után
arenav2_draft_actions_group_tooltip;Akciók a mérkőzés után
arenav2_draft_choice_ability_title;Válassz képességet!
arenav2_draft_choice_cardset_title;Válassz csomagot!
arenav2_draft_choice_corecard_title;Válassz kártyát!
arenav2_draft_choice_pick;Választ
arenav2_draft_choice_remove;Eltávolít
arenav2_draft_choice_stratagem_title;Válassz fortélyt!
arenav2_draft_deck_group_tooltip;Paklid
arenav2_draft_error_entry_exception_description;Hiba történt a draftolásod megkezdésével. Kérjük próbálja újra most, vagy később!
arenav2_draft_error_entry_exception_title;Próbáljuk meg újra!
arenav2_draft_error_invalid_state_description;Valami hiba történt a draftolásod közben. Jobb, ha egy újat kezdünk!
arenav2_draft_error_invalid_state_title;Draftoljuk újra!
arenav2_draft_error_unknown_exception_description;Valami baj lett a draftoddal. Kérjük próbálja újra most, vagy később!
arenav2_draft_error_unknown_exception_title;Valami baj van a draftoddal.
arenav2_draft_remove_cardset_title;Csomag eltávolítása
arenav2_draft_remove_corecard_title;Kártya eltávolítása
arenav2_enter_cycle_subtitile;Hozz létre egy folyamatosan változó paklit és harcolj más játékosokkal!
arenav2_enter_cycle_titile;Belépés a körforgásba
arenav2_entrypopup_button_subtitle;Használd fel az ingyen jegyedet még ma!
arenav2_entrypopup_button_title;Játssz most!
arenav2_entrypopup_subtitle;Ünnepeld meg, hogy a draft mód kilépett a korai hozzáférés alól!
arenav2_entrypopup_title;Draft mód
arenav2_error_popup_title;Draft mód jelenleg nem elérhető
arenav2_exitpopup_cancel;Mégse
arenav2_exitpopup_exit;Kilépés
arenav2_exitpopup_exit_description;Elmenti a draftodat és visszatérsz a főmenübe.
arenav2_exitpopup_newdraft;Új draft
arenav2_exitpopup_newdraft_description;Draftolj egy új paklit! A jelenlegi draftod befejeződött.
arenav2_exitpopup_title;Kilépés, vagy új draft?
arenav2_force_update_popup_exit_description;Visszatérés a főmenübe.
arenav2_force_update_popup_redraft_description;Kezdj egy új draftot az aktuális verzióval!
arenav2_force_update_popup_title;Az aktuális draftod elavult.
arenav2_mainmenu_subtitle;Korábbi hozzáférés
arenav2_mainmenu_title;Draft
arenav2_newdraft_disabled_tooltip;Mérkőzések az új draft feloldásáig: {0}
arenav2_optin_update_notification_description;Új draft verzió elérhető! Folytathatod az aktuális draftodat, azonban az új verzió tartalmazhat egyensúlybeli frissítéseket és/vagy speciális idő limitált mechanizmusokat. Az aktuális draft verzió hamarosan bezárásra kerül.
arenav2_play_menu_description;Üdvözlünk a draft módban! Versenyezz más játékosokkal ebben a folyton változó pakliépítő játékmódban!
arenav2_play_menu_title;Draft
arenav2_rewards_timeout_description;Nem sikerült megjeleníteni a jutalmakat.
arenav2_rewards_timeout_title;Jutalom megjelenítési hiba
arenav2_show_deck_tooltip;Pakli mutatása
arenav2_summary_newdraft;Új draft
arenav2_summary_rewards;Jutalmaid:
arenav2_summary_title;A ciklus véget ért
arenav2_summary_wins;Győzelmek
arenav2_ticket_entry_desc;Használd a jegyedet a belépéshez!
arenav2_ticket_purchase_pay_now;Fizess!
arenav2_ticket_purchase_title;Szerezz jegyeket!
available_quantity;Vásárolható mennyiség: x{0}
avatar_bran_s05_r20;Bran Tuirseach avatár
avatar_bran_s05_r20_additional_description;Jutalom a 20. rang eléréséért a rangsorolt mérkőzésekben Mahakam szezonja (Február) alatt.
avatar_bran_s05_r20_description;Azt mondják, a Skellige partjainak csapódó tenger hamarabb hajolna meg egy uralkodó előtt, mint a lakói. Mégis, meghajolnak Bran előtt. Egyesítette a szigetek összes klánját a lobogója alá, és erős marokkal tartotta össze őket a haláláig.
avatar_calveit_s06_r10;Jan Calveit avatár
avatar_calveit_s06_r10_additional_description;Jutalom a 10. rang eléréséért a rangsorolt mérkőzésekben, a medve szezonjában (Március).
avatar_calveit_s06_r10_description;Jan Calveit császár széles értelmiségi ismeretekkel rendelkezett. Különféle tudományos ismeretekkel rendelkezett, különösen az orvostudományban és az asztrológiában volt otthon. A kritikusai arra panaszkodtak, hogy hobbijai nem használhatók a gyakorlatban, amíg el nem jött az ideje, amikor rájöttek, hogy ezt nagyon-nagyon rosszul gondolták...
avatar_ciri;Ciri avatár
avatar_ciri_additional_description;Mindenki számára elérhető.
avatar_ciri_description;Egy sok arcú nő. A közösség számára: Emhyr var Emreis császár lánya, a Farkas iskola vajákja, az Ősi Vér gyermeke, a Tér és Idő Úrnője. Azok számára, aki valóban ismerik őt: Egy dacos bajkeverő, aki mindig vevő egy jó kis balhéra.
avatar_ciri_s02_r10;Ciri (Skelligei viselet) avatár
avatar_ciri_s02_r10_additional_description;Jutalom a 15. rang eléréséért a rangsorolt mérkőzésekben a Macska szezonja (Október) alatt.
avatar_ciri_s02_r10_description;Egy sok arcú nő. A közösség számára: Emhyr var Emreis császár lánya, a Farkas iskola vajákja, az Ősi Vér gyermeke, a Tér és Idő Úrnője. Azok számára, aki valóban ismerik őt: Egy dacos bajkeverő, aki mindig vevő egy jó kis balhéra.
avatar_ciriempress;Empress Ciri avatár
avatar_ciriempress_additional_description;Speciális jutalom
avatar_ciriempress_description;A nilfgaardi császári udvarban mindenkit megdöbbentett a császár hirtelen lemondása. Most a trón jogos örökösére, lányára száll, Cirilla Fiona Elen Riannonra.
avatar_cow;Díjnyertes tehén avatár
avatar_cow_additional_description;Rejtett jutalom
avatar_cow_description;A szarvasmarhák királya, a kérődzők ásza, számtalan Velen Vidéki Vásári Kékszalag és Miss Hasonlóság díj nyertese. Ez a díjnyertes tehén szigorú diétán van. Glutén mentes gabonát és desztillált vizet kap.
avatar_dagon_s05_lvl1;Dagon avatár
avatar_dagon_s05_lvl1_additional_description;Jutalom a Mahakam szezonja (Február) teljesítéséért a rangsorolt játékban elért 1-10,000 pozíció után.
avatar_dagon_s05_lvl1_description;Deep in the eternal darkness of the abyss, powers older than men and elves lie aslumber, awaiting a time known only to them. When that hour strikes, they will awake and bring an end to the world. One such being bears the name Dagon.
avatar_dandelion;Kökörcsin avatár
avatar_dandelion_additional_description;Mindenki számára elérhető.
avatar_dandelion_description;Officially: Julian Alfred Pankratz, Viscount de Lettenhove. Poet, troubadour, writer and captor of countless maidens"hearts. Privately: dear friend of the witcher Ríviai Geralt with an extraordinary talent for getting himself into trouble.
avatar_dandelion_s01_r15;Kökörcsin (Witcher 2) avatár
avatar_dandelion_s01_r15_additional_description;Reward for attaining Rank 15 in rangsorolt játék, A szerelem szezonja (Február).
avatar_dandelion_s01_r15_description;Officially: Julian Alfred Pankratz, Viscount de Lettenhove. Poet, troubadour, writer and captor of countless maidens"hearts. Privately: dear friend of the witcher Ríviai Geralt with an extraordinary talent for getting himself into trouble.
avatar_eredin_s03_r20;Eredin (sisak nélküli) avatár
avatar_eredin_s03_r20_additional_description;Reward for attaining Rank 15 in rangsorolt játék, A Vad Hajsza szezonja (December).
avatar_eredin_s03_r20_description;Vad Hajsza királya and usurper of the throne of Tir ná Lia. He assassinated the previous king of the Aen Elle, convinced the old ruler was not equipped to face the threat of the Fehér Fagy. Eredin is ruthless and will do anything to save his folk.
avatar_eredinghost;Eredin (Vad Hajsza királya) avatár
avatar_eredinghost_additional_description;Speciális jutalom
avatar_eredinghost_description;At the cavalcade's head rode the King of the Hunt. A rust-eaten bascinet swayed above a skull-like mask with gaping eye sockets aglow in blue flame.
avatar_foltest_s06_lvl1;Foltest avatár
avatar_foltest_s06_lvl1_additional_description;Reward for completing A Medvék szezonja (Március) with a rangsorolt játék position from 1 to 10,000.
avatar_foltest_s06_lvl1_description;Adored by his subjects, respected by his nobles and loved passionately by his women, Foltest király had everything a monarch could desire, but gave it all up to pursue his forbidden love for his sister, Adda. He never regretted his decision, not even when the daughter born of their illicit coupling turned out to be a striga...
avatar_foxtriss;Triss (báli álarc) avatár
avatar_foxtriss_additional_description;Speciális jutalom
avatar_foxtriss_description;Although the masquerade ball at the Vegelbud Estate served as just a pretext to deliver another unfortunate soul from harm, the sorceress made every effort to present her best self... Especially in Geralt's eyes.
avatar_francessca_s05_r10;Francesca Findabair avatár
avatar_francessca_s05_r10_additional_description;Reward for attaining Rank 10 in rangsorolt játék, Mahakam szezonja (Február).
avatar_francessca_s05_r10_description;Francesca Findabair, known as the Daisy of the Valley, is widely considered the most beautiful woman in the world. Her physical charms are matched only by her enormous magic talent and keen political instincts. During the Second Northern War, she signed a pact with the Nilfgaardian Empire that let the Free Elves rebuild a realm of their own in Dol Blathanna.
